CookerStat, GenerateAssetRegistry=0.025962, Initialize=0.118326, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
MaterialTransactionIdC6FB014943007CAE7D522EA9ECA58190_0, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ3ECD2E844426DC401CA9EC9B0B3ED6801_Num_SM5__0___TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FHitProxyVS5C0034ED3664D7841C91925A723592E72A2B36DA152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FHitProxyPS4C4A0D45A86AB444F719FBBE7F5185DFF305E7E115542242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222212402222220000440400001400000014000000140000001400000014000000_FParticleSpriteVertexFactoryCE217FF3DBC812F3A0652347445576EB8D49EEF852222020000000_FGPUSpriteVertexFactoryFCA135ADA77FF9D4BDE059ECD7BE57C4DB9F3ADA2122222222222222222222020000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D342242000000000643000404040404040404040404343434444434343434040404040404040404043434340404040440404040404040404040404043434344444343434340404040404040404040434343404040161010101010004242444444444444444241414143414141414131314141414443414440444444444444444141414141414141414341434141414141414141414141313144444142414444444141010100044434143414141414444444343414344444444044444444444444444444444444444444444444444444444444444444444444444444444444040101010101010101010101010101010101010101010101012104434343434441444444444444444401010101010101010101010101013014341434241414142444141303313131414444444440444444444444141414142454424444444440444444444444444414141424040000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C0000000D000000DA39A3EE5E6B4B0D3255BFEF95601890AFD807090000000000000000000000000000000000000000, ShaderCompilation=3709.529053, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
MaterialTransactionIdC6FB014943007CAE7D522EA9ECA58190_1, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_PCD3D_SM5_5__BC5N_DEV_SL_NoDBuf_EARLYZ37FB6F60C41A89FADDE3A1E855FAF535E_Num_SM5__0___TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631614224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222000044040000001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3eB2ED60FC848F36391CA491DD657E375A4A5BCC631664224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFog8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicy8B18AAF8F9198748E9489BA6EBEFA581D907D7CD2094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy8B95D470BB4BF92A5C22A48B60B9DA18A2BE42522144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCS6258113C2EBBF117ED7778A8D1717F7C4F99C7B816742242222222222222222222222242222222222222222222222222222222222222222224244444444402222222222222222222222444422222222222222222222222222222222222222222222222222220000440414000000140000001400000014000000_FConvertToUniformMeshVSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FConvertToUniformMeshGSE7DF727A12438F2D529D6604B0B1C022849CCFEB152422422222222222222222222222422222222222222222222222222222222222222222242444444444022222222222222222222224444222222222222222222222222222222124022020040441400000014000000140000001400000014000000_FParticleSpriteVertexFactoryCE217FF3DBC812F3A0652347445576EB8D49EEF852222020000000_FGPUSpriteVertexFactoryFCA135ADA77FF9D4BDE059ECD7BE57C4DB9F3ADA2122222222222222222222020000000_FLocalVertexFactory5897CEF715AB93237703E35F9ABEBB43E8E477D342242000000000643000404040404040404040404343434444434343434040404040404040404043434340404040440404040404040404040404043434344444343434340404040404040404040434343404040161010101010004242444444444444444241414143414141414131314141414443414440444444444444444141414141414141414341434141414141414141414141313144444142414444444141010100044434143414141414444444343414344444444044444444444444444444444444444444444444444444444444444444444444444444444444040101010101010101010101010101010101010101010101012104434343434441444444444444444401010101010101010101010101013014341434241414142444141303313131414444444440444444444444141414142454424444444440444444444444444414141424040000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C0000000D000000CD61A12D5FC1D536113294A1242DFC2386D621600000000000000000000000000000000000000000, ShaderCompilation=6108.347168, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2BA6318242EAA025622E5E944AB1F541_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-12.15.51, Duration=82.369843, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___E409274E3001FBF77113599DD33D0C52DB70FCFB, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=1048837, Duration=5.618226, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2671897F471C1700DA17558A74450281_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___2A453B828EE024009B2F4158EBDF28C6136D56B7, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=262403, Duration=5.214941, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___C5EC3581B19484F5AF9EDFA79A513DCA8D04F5CC, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=65795, Duration=1.672912, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___2848872DA0E3A3A79A3AB9FA311F918369236741, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=16643, Duration=1.026627, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B50C4E4947C56561FEEAC1B72FB696F5___69518371B2297F93A3EE08E577F44850875E983D, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=7175, Duration=0.986177, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2BA6318242EAA025622E5E944AB1F541_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB771_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-12.15.51, Duration=231.523880, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__E43A0603B838D4A9ABA6B937D6D205A317B5AA2A, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=524553, Duration=2.685048, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2671897F471C1700DA17558A74450281_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__F16F3760ED9BF2F01814FAFB96785E980A7F677F, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=131335, Duration=2.394658, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__7C0F309F30CF62C4C1D41E452B3D769483917E41, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=33031, Duration=1.633365, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__3F162DA4CA3C0624C6EBD99DB1BCEAE9381AD203, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=8455, Duration=1.401842, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2671897F471C1700DA17558A74450281_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3C7AE8D247CC373876862D89197DB__3231A734AD19E582F0B7BA8803D9CEB3DD160E6C, StartTime=2016.05.28-12.15.51, HierarchicalDDC=, DataSize=4452, Duration=1.515638, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2BA6318242EAA025622E5E944AB1F541_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-12.15.51, Duration=399.952606, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3___4BC6988C3F247BC877844EC631E02AEA866F1143, StartTime=2016.05.28-12.15.52, HierarchicalDDC=, DataSize=4194565, Duration=10.173299, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3___6AC6DA27C9780C522247CADA5E2CC4F8395F82D0, StartTime=2016.05.28-12.15.52, HierarchicalDDC=, DataSize=1048837, Duration=3.555614, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2671897F471C1700DA17558A74450281_3, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3___632A57F7EC35197907821D256FCFB7A2C4165CB6, StartTime=2016.05.28-12.15.52, HierarchicalDDC=, DataSize=262403, Duration=2.543174, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2671897F471C1700DA17558A74450281_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3___1D5E28A38F923127C5858AE4DC52D486B6976F55, StartTime=2016.05.28-12.15.52, HierarchicalDDC=, DataSize=65795, Duration=3.772952, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_4, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3___81B93FBFBE87A1504C643DD581CF1E1053B681E8, StartTime=2016.05.28-12.15.52, HierarchicalDDC=, DataSize=16643, Duration=1.570579, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B411D61148D8AEB22E5659B366AF0DA3___F0BAF82B30814FC7E80CE9A042AF416B621A9364, StartTime=2016.05.28-12.15.52, HierarchicalDDC=, DataSize=7468, Duration=2.294745, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2BA6318242EAA025622E5E944AB1F541_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CE78E27E423C5AB7830B759E9F396AE6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.28-12.15.52, Duration=1016.490051, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId2671897F471C1700DA17558A74450281_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CE78E27E423C5AB7830B759E9F396__C0BAFB4D491ABC51236F1C653340161BEFB7DF8B, StartTime=2016.05.28-12.15.53, HierarchicalDDC=, DataSize=4194569, Duration=10.053761, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_5, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CE78E27E423C5AB7830B759E9F396__0D69AF0AC4DF408ECEDFB7AFAD58910D4498A844, StartTime=2016.05.28-12.15.53, HierarchicalDDC=, DataSize=1048841, Duration=3.968559, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CE78E27E423C5AB7830B759E9F396__E6E326543E6D5929AE2F83CA8586AB584480FA0C, StartTime=2016.05.28-12.15.53, HierarchicalDDC=, DataSize=262407, Duration=2.768062, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionIdDC5F98984DFE39FE3489C99DDB331F3D_7, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CE78E27E423C5AB7830B759E9F396__FA6CABAB8FAE8C411756FB613AE32C79F16CC510, StartTime=2016.05.28-12.15.53, HierarchicalDDC=, DataSize=65799, Duration=2.192110, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
DDCTransactionId762253114463D8AB763A41AC5AE742AC_6, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CE78E27E423C5AB7830B759E9F396__5B5A909D724CAD1EA8BDF2AE5BE538E879E4ADA0, StartTime=2016.05.28-12.15.53, HierarchicalDDC=, DataSize=16647, Duration=1.494210, RunGuid=RunID2FB8FC1E4AA27A5C17DFC7B9622D48F5
